web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards
"1618238512-3169","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Shades of Grey (Shades of Grey, #1)","https://www.goodreads.com/book/show/2113260.Shades_of_Grey","Shades of Grey","Jasper Fforde","4,258
    reviews","32,986
  ratings","4.15","400 pages","Published
        December 29th 2009
         by Penguin Group Viking Adult

            
              (first published November 6th 2009)","Other books in the series","Mystery","null","Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)"
"1618238690-3836","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","V for Vendetta","https://www.goodreads.com/book/show/5805.V_for_Vendetta","V for Vendetta","Alan Moore","5,782
    reviews","275,157
  ratings","4.25","296 pages","Published
        November 1st 2005
         by Vertigo

            
              (first published 1990)","Other books in the series","Fiction","United Kingdom","Prometheus Hall of Fame Award (2006), Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)"
"1618238496-3106","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The V Girl: A Coming Of Age Story","https://www.goodreads.com/book/show/25437891-the-v-girl","The V Girl: A Coming Of Age Story","Mya Robarts","1,329
    reviews","11,679
  ratings","4.02","340 pages","Published
        June 20th 2015
         by Mya Robarts","null","Young Adult","null","null"
"1618238685-3822","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Never Let Me Go","https://www.goodreads.com/book/show/6334.Never_Let_Me_Go","Never Let Me Go","Kazuo Ishiguro","33,698
    reviews","506,489
  ratings","3.83","288 pages","Published
        August 31st 2010
         by Vintage Books 

            
              (first published April 5th 2005)","null","Literature","null","Booker Prize Nominee (2005), Locus Award Nominee for Best SF Novel (2006), Arthur C. Clarke Award Nominee (2006), James Tait Black Memorial Prize Nominee for Fiction (2005), ALA Alex Award (2006)
                      ...more
                          National Book Critics Circle Award Nominee for Fiction (2005), Corine Internationaler Buchpreis for Belletristik (2006), International Dublin Literary Award Nominee (2007)
...less"
"1618238517-3193","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cell","https://www.goodreads.com/book/show/10567.Cell","Cell","Stephen King","6,225
    reviews","199,891
  ratings","3.66","449 pages","Published
        December 2006
         by Pocket Star Books

            
              (first published 2006)","null","Science Fiction","null","null"
"1618238721-3956","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Brave New World","https://www.goodreads.com/book/show/5129.Brave_New_World","Brave New World","Aldous Huxley","32,941
    reviews","1,508,925
  ratings","3.99","268 pages","Published
        September 1st 1998
         by HarperPerennial / Perennial Classics

            
              (first published 1932)","null","Science Fiction","null","null"
"1618238732-3995","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Hunger Games (The Hunger Games, #1)","https://www.goodreads.com/book/show/2767052-the-hunger-games","The Hunger Games","Suzanne Collins","175,476
    reviews","6,683,135
  ratings","4.32","374 pages","Published
        September 14th 2008
         by Scholastic Press","Other books in the series","Fiction","District 12, Panem

    

    Capitol, Panem

    

    Panem

(United States)","Locus Award Nominee for Best Young Adult Book (2009), Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)
                      ...more
                          Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Soaring Eagle Book Award (2009), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), California Young Readers Medal for Young Adult (2011), Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), CYBILS Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Prix Et-lisez-moi (2011), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009), Rebecca Caudill Young Readers' Book Award (2011), LovelyBooks Leserpreis for Fantasy (2009), LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009), Premi Protagonista Jove for Categoria 13-14 anys (2010)
...less"
"1618238680-3801","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Ready Player One (Ready Player One, #1)","https://www.goodreads.com/book/show/9969571-ready-player-one","Ready Player One","Ernest Cline","90,512
    reviews","927,098
  ratings","4.25","374 pages","Published
        August 16th 2011
         by Crown Publishers","Other books in the series","Science Fiction Fantasy","Columbus, Ohio,
2045

(United States)


    

    Oklahoma City, Oklahoma,
2045

(United States)","Locus Award Nominee for Best First Novel (2012), John W. Campbell Memorial Award Nominee (2012), Prometheus Award for Best Novel (2012), ALA Alex Award (2012), Lincoln Award Nominee (2014)
                      ...more
                          Tähtivaeltaja Award Nominee (2013), Mary Shelley Award for Outstanding Fictional Work (2016), Premi Ictineu for Millor novel·la traduïda (2017), Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011), Green Mountain Book Award Nominee (2015), Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)
...less"
"1618238651-3697","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","I Am Legend and Other Stories","https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories","I Am Legend and Other Stories","Richard Matheson","5,044
    reviews","121,594
  ratings","4.00","317 pages","Published
        September 15th 1997
         by Orb Books

            
              (first published 1954)","null","Paranormal","null","null"
"1618238719-3952","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Fahrenheit 451","https://www.goodreads.com/book/show/13079982-fahrenheit-451","Fahrenheit 451","Ray Bradbury","51,177
    reviews","1,784,371
  ratings","3.99","194 pages","Published
        November 29th 2011
         by Simon & Schuster

            
              (first published October 19th 1953)","null","Adult","null","Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)"
"1618238621-3584","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Host","https://www.goodreads.com/book/show/1656001.The_Host","The Host","Stephenie Meyer","41,835
    reviews","923,937
  ratings","3.84","619 pages","Published
        May 6th 2008
         by Little, Brown and Company","Other books in the series","Young Adult","Arizona

(United States)","null"
"1618238467-3013","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Coilhunter (The Coilhunter Chronicles, #1)","https://www.goodreads.com/book/show/33977027-coilhunter","Coilhunter","Dean F. Wilson","129
    reviews","914
  ratings","4.14","210 pages","Published
        April 17th 2017
         by Dioscuri Press

            
              (first published April 16th 2017)","Other books in the series","Business","null","null"
"1618238525-3220","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Planet of the Apes","https://www.goodreads.com/book/show/414895.Planet_of_the_Apes","Planet of the Apes","Pierre Boulle","1,592
    reviews","34,912
  ratings","3.96","268 pages","Published
        May 29th 2001
         by Del Rey

            
              (first published 1963)","null","Science Fiction Fantasy","null","null"
"1618238519-3199","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Blood Red Road (Dust Lands, #1)","https://www.goodreads.com/book/show/9917938-blood-red-road","Blood Red Road","Moira Young","5,828
    reviews","61,335
  ratings","3.90","459 pages","Published
        June 7th 2011
         by Margaret K. McElderry Books","Other books in the series","Apocalyptic","null","Locus Award Nominee for Best First Novel (2012), Sunburst Award Nominee for Young Adult (2012), Costa Book Award for Children's Book (2011), Teen Buckeye Book Award Nominee (2012), Milwaukee County Teen Book Award Nominee (2012)
                      ...more
                          Amelia Elizabeth Walden Award Nominee (2012), CYBILS Award for Fantasy & Science Fiction (Young Adult) (2011), Carnegie Medal Nominee (2012), Sheila A. Egoff Children’s Literature Prize (2012), FAB Award (2013)
...less"
"1618238530-3242","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Running Man","https://www.goodreads.com/book/show/11607.The_Running_Man","The Running Man","Richard Bachman","3,499
    reviews","107,917
  ratings","3.88","317 pages","Published
        August 1999
         by Signet

            
              (first published May 1st 1982)","null","Novels","null","null"
"1618238509-3161","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Birthmarked (Birthmarked, #1)","https://www.goodreads.com/book/show/6909544-birthmarked","Birthmarked","Caragh M. O'Brien","3,619
    reviews","47,979
  ratings","3.87","361 pages","Published
        March 30th 2010
         by Roaring Brook Press","Other books in the series","Young Adult","null","Georgia Peach Book Award Nominee (2011), Rhode Island Teen Book Award Nominee (2012), Beehive Book Award Nominee (2012), Arkansas Teen Book Award Nominee (2012), CYBILS Award Nominee (2010)"
"1618238656-3706","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cinder (The Lunar Chronicles, #1)","https://www.goodreads.com/book/show/36381037-cinder","Cinder","Marissa Meyer","56,831
    reviews","729,565
  ratings","4.13","400 pages","Published
        2012
         by Feiwel & Friends","Other books in the series","Science Fiction","null","Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014)
                      ...more
                          California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)
...less"
"1618238659-3721","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Time Machine","https://www.goodreads.com/book/show/2493.The_Time_Machine","The Time Machine","H.G. Wells","11,682
    reviews","432,138
  ratings","3.89","118 pages","Published
        October 1st 2002
         by Signet Classics

            
              (first published May 7th 1895)","null","Literature","null","null"
